id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1243309606127845376,NellyFlordNovbr,RT @marybsheridan: From Mexico’s newest superhero to Iran’s most elegant hand-washer: Watch how countries are promoting coronavirus safety https://t.co/EuC1p4wHmH,Thu Mar 26 22:51:24 +0000 2020,26/03/2020 22:51:24,,,,,870823826401050624,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/870825290448031744/J1xEaudq_normal.jpg,495,245,,http://twitter.com/NellyFlordNovbr/statuses/1243309606127845376,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""marybsheridan"",""name"":""Mary Beth Sheridan"",""id"":221171155,""id_str"":""221171155"",""indices"":[3,17]}],""urls"":[]}"
1243309600021020672,VahidMokhtarip1,"@Maryam_Rajavi_F-#FreeIran2020 
Contre le #Coronavirus, la pauvreté, l’oppression et la tyrannie, il existe une solution et une seule, c’est le renversement de la dictature religieuse dans sa totalité #Iran https://t.co/Uysa6u4Rsi",Thu Mar 26 22:51:22 +0000 2020,26/03/2020 22:51:22,,,2221964862,Maryam_Rajavi_F,866383900163137536,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1096767528397930496/vQRVA-cV_normal.png,197,342,"Rhineland-Palatinate, Germany",http://twitter.com/VahidMokhtarip1/statuses/1243309600021020672,"{""hashtags"":[{""text"":""FreeIran2020"",""indices"":[17,30]},{""text"":""Coronavirus"",""indices"":[42,54]},{""text"":""Iran"",""indices"":[201,206]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Maryam_Rajavi_F"",""name"":""Maryam Radjavi"",""id"":2221964862,""id_str"":""2221964862"",""indices"":[0,16]}],""urls"":[],""media"":[{""id"":1242845461452656600,""id_str"":""1242845461452656640"",""indices"":[207,230],""media_url"":""http://pbs.twimg.com/media/ET95XMCXkAAuKsg.jpg"",""media_url_https"":""https://pbs.twimg.com/media/ET95XMCXkAAuKsg.jpg"",""url"":""https://t.co/Uysa6u4Rsi"",""display_url"":""pic.twitter.com/Uysa6u4Rsi"",""expanded_url"":""https://twitter.com/Maryam_Rajavi_F/status/1242845524715286529/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":680,""h"":340,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":1024,""h"":512,""resize"":""fit""},""large"":{""w"":1024,""h"":512,""resize"":""fit""}},""source_status_id"":1242845524715286500,""source_status_id_str"":""1242845524715286529"",""source_user_id"":2221964862,""source_user_id_str"":""2221964862""}]}"
1243309595713470464,buho_botero,"RT @rivapa: Coronavirus public safety announcements from Mexico, Iran, Senegal, Guatemala, Thailand, Vietnam, Egypt, Uganda - The Washington Post https://t.co/RlvS1geACl",Thu Mar 26 22:51:21 +0000 2020,26/03/2020 22:51:21,,,,,148949257,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/816112851450351617/zQy6SMzQ_normal.jpg,11413,10456,oaxaca ,http://twitter.com/buho_botero/statuses/1243309595713470464,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""rivapa"",""name"":""Raymundo RivaPalacio"",""id"":17146229,""id_str"":""17146229"",""indices"":[3,10]}],""urls"":[]}"
1243309556551372806,elianebonotto,"RT @SF_Moro: Recebi a visita do Comandante da Guarda Municipal de Nova Gama/GO, Iran Silva, oportunidade na qual agradeci o papel relevante dos guardas municipais na segurança pública, especialmente durante a epidemia do coronavírus. Vídeo completo em https://t.co/Mi3myuXK6U https://t.co/77hr6gdq8X",Thu Mar 26 22:51:12 +0000 2020,26/03/2020 22:51:12,,,,,1720349653,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1056722504818012161/07PrtVtw_normal.jpg,255,174,Rio de Janeiro,http://twitter.com/elianebonotto/statuses/1243309556551372806,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""SF_Moro"",""name"":""Sergio Moro"",""id"":1113094855281008600,""id_str"":""1113094855281008641"",""indices"":[3,11]}],""urls"":[]}"
1243309552952659973,silvioemy,"RT @RTultimahora: ÚLTIMA HORA:
EE.UU. amplía su lista de sanciones contra Irán en medio de la pandemia de #coronavirus
https://t.co/01MNmln4cx https://t.co/bdhfxZIuBS",Thu Mar 26 22:51:11 +0000 2020,26/03/2020 22:51:11,,,,,313730534,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1225805546600747008/rWuesIBZ_normal.jpg,378,1551,"Cali, Colombia",http://twitter.com/silvioemy/statuses/1243309552952659973,"{""hashtags"":[{""text"":""coronavirus"",""indices"":[106,118]}],""symbols"":[],""user_mentions"":[{""screen_name"":""RTultimahora"",""name"":""RT Última Hora"",""id"":961925545809281000,""id_str"":""961925545809281024"",""indices"":[3,16]}],""urls"":[]}"
1243309511852658694,Gasparlimaoliv,"RT @SF_Moro: Recebi a visita do Comandante da Guarda Municipal de Nova Gama/GO, Iran Silva, oportunidade na qual agradeci o papel relevante dos guardas municipais na segurança pública, especialmente durante a epidemia do coronavírus. Vídeo completo em https://t.co/Mi3myuXK6U https://t.co/77hr6gdq8X",Thu Mar 26 22:51:01 +0000 2020,26/03/2020 22:51:01,,,,,1058412152598487044,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1211085450062049280/fETqQVT9_normal.jpg,181,868,"São Paulo, Brasil",http://twitter.com/Gasparlimaoliv/statuses/1243309511852658694,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""SF_Moro"",""name"":""Sergio Moro"",""id"":1113094855281008600,""id_str"":""1113094855281008641"",""indices"":[3,11]}],""urls"":[]}"
1243309506743934982,SneakyBlackDog,"RT @AnthemRespect: We have great international Coronavirus news, and you will not hear about it.

You’re not blasted hourly on TV about Iran &amp; Italy daily deaths anymore?

That’s because they peaked 4-5 days ago!

Reject The Panic.

Dems &amp; their media don’t want you to see this.👇Please share. https://t.co/viHRmxXdin",Thu Mar 26 22:51:00 +0000 2020,26/03/2020 22:51:00,,,,,2365181073,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/459414892471398400/migU2bAw_normal.jpeg,2354,638,,http://twitter.com/SneakyBlackDog/statuses/1243309506743934982,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""AnthemRespect"",""name"":""🇺🇸AnthemRespect🇺🇸⭐️⭐️⭐️"",""id"":917501529480765400,""id_str"":""917501529480765441"",""indices"":[3,17]}],""urls"":[]}"
1243309501211705344,Gador_El_Ven,"RT @descifraguerra: 🇺🇲 El Secretario de Estado Mike Pompeo acusa a China, Irán y Rusia de desinformar sobre el coronavirus. Vuelve a referirse al COVID19 como ""Wuhan virus"".
https://t.co/12A8tGaNlL",Thu Mar 26 22:50:59 +0000 2020,26/03/2020 22:50:59,,,,,1088760072375861248,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1242654999345315846/nc2NAzBZ_normal.jpg,875,1374,,http://twitter.com/Gador_El_Ven/statuses/1243309501211705344,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""descifraguerra"",""name"":""Descifrando la Guerra"",""id"":845571660090671100,""id_str"":""845571660090671104"",""indices"":[3,18]}],""urls"":[]}"
1243309497499529217,GabyDore,"RT @simonhedlin: BREAKING: America now has the most confirmed coronavirus cases in the world.

United States: 82,404
China: 81,782
Italy: 80,589
Spain: 56,347
Germany: 43,646
France: 29,551
Iran: 29,406
Switzerland: 11,811
United Kingdom: 11,792",Thu Mar 26 22:50:58 +0000 2020,26/03/2020 22:50:58,,,,,2167131644,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/765253302648836096/8LSL2Azd_normal.jpg,761,3954,United States,http://twitter.com/GabyDore/statuses/1243309497499529217,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""simonhedlin"",""name"":""Simon Hedlin"",""id"":137673734,""id_str"":""137673734"",""indices"":[3,15]}],""urls"":[]}"
1243309490419703810,59Joseb,"RT @AnabelAlonso_of: Bravo!!!👏👏👏
Así no irán al medico y contagiarán a tutiplen.
¡¡¡Qué gran idea!!! https://t.co/PIVTorDapm",Thu Mar 26 22:50:56 +0000 2020,26/03/2020 22:50:56,,,,,2613422132,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/501616625305411584/ZZE2uHkg_normal.jpeg,2539,3000,,http://twitter.com/59Joseb/statuses/1243309490419703810,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""AnabelAlonso_of"",""name"":""Anabel Alonso Oficia"",""id"":2431711675,""id_str"":""2431711675"",""indices"":[3,19]}],""urls"":[{""url"":""https://t.co/PIVTorDapm"",""expanded_url"":""https://m.eldiario.es/sociedad/Ultima-hora-coronavirus-mundo-Espana_13_1000679924_42237.html"",""display_url"":""m.eldiario.es/sociedad/Ultim…"",""indices"":[101,124]}]}"
1243309485759791109,odds_12,"RT @ASRomaEN: At least 18 doctors have died of Covid-19 in Italy. Around the world, more than 40 medical staff have lost their lives whilst treating patients with coronavirus. From Italy to Iran, this week #ASRoma will start honouring the brave medical staff who work on the frontline every day https://t.co/RoOd1gycZW",Thu Mar 26 22:50:55 +0000 2020,26/03/2020 22:50:55,,,,,575338673,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/2204727828/kuva1_normal.jpg,965,612,"Helsinki, Finland",http://twitter.com/odds_12/statuses/1243309485759791109,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ASRomaEN"",""name"":""AS Roma English"",""id"":2999967663,""id_str"":""2999967663"",""indices"":[3,12]}],""urls"":[]}"
1243309468907008000,patitosalado,RT @marybsheridan: From Mexico’s newest superhero to Iran’s most elegant hand-washer: Watch how countries are promoting coronavirus safety https://t.co/EuC1p4wHmH,Thu Mar 26 22:50:51 +0000 2020,26/03/2020 22:50:51,,,,,896568218063519744,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/896729876773851137/c7-9Ifc__normal.jpg,16,97,"Saltillo, Coahuila de Zaragoza",http://twitter.com/patitosalado/statuses/1243309468907008000,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""marybsheridan"",""name"":""Mary Beth Sheridan"",""id"":221171155,""id_str"":""221171155"",""indices"":[3,17]}],""urls"":[]}"
1243309468135436288,PammyC10,"RT @cjtruth: Iran releases 85,000 prisoners because of coronavirus, but keeps Christians locked up https://t.co/Ga8s1KxWh1",Thu Mar 26 22:50:51 +0000 2020,26/03/2020 22:50:51,,,,,1003408111485489154,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1212764658060480512/DGA-6PZX_normal.jpg,28114,30439,"Fort Myers, FL",http://twitter.com/PammyC10/statuses/1243309468135436288,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""cjtruth"",""name"":""CJTRUTH"",""id"":49023129,""id_str"":""49023129"",""indices"":[3,11]}],""urls"":[{""url"":""https://t.co/Ga8s1KxWh1"",""expanded_url"":""https://www.jihadwatch.org/2020/03/iran-releases-85000-prisoners-because-of-coronavirus-but-keeps-christians-locked-up"",""display_url"":""jihadwatch.org/2020/03/iran-r…"",""indices"":[99,122]}]}"
1243309459322966016,Kayvan99840260,"RT @MessageFromLen: Feb 2020: Iran's Mahan Air flew 55 times between Tehran and China. 

Feb 10: Iran's Health Ministry: ""There are no cases of #coronavirus in the country."" 

Feb 19: Regime admitted corona spread to Iran. Flights to China continued. 

5 nations’ first cases were imported from Iran. https://t.co/Z7rOfJECgb https://t.co/oxNL5xMyW2",Thu Mar 26 22:50:49 +0000 2020,26/03/2020 22:50:49,,,,,1192775775302250496,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1204147120363560960/Uvy7yat__normal.jpg,137,238,,http://twitter.com/Kayvan99840260/statuses/1243309459322966016,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""MessageFromLen"",""name"":""Len Khodorkovsky"",""id"":296625287,""id_str"":""296625287"",""indices"":[3,18]}],""urls"":[]}"
1243309446727680001,covidshitisreal,"RT @SF_Moro: Recebi a visita do Comandante da Guarda Municipal de Nova Gama/GO, Iran Silva, oportunidade na qual agradeci o papel relevante dos guardas municipais na segurança pública, especialmente durante a epidemia do coronavírus. Vídeo completo em https://t.co/Mi3myuXK6U https://t.co/77hr6gdq8X",Thu Mar 26 22:50:46 +0000 2020,26/03/2020 22:50:46,,,,,1243295019940876292,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1243300876439126022/VJLIPfuO_normal.jpg,2,,,http://twitter.com/covidshitisreal/statuses/1243309446727680001,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""SF_Moro"",""name"":""Sergio Moro"",""id"":1113094855281008600,""id_str"":""1113094855281008641"",""indices"":[3,11]}],""urls"":[]}"
1243309446073323520,ObamaSpied,"RT @cjtruth: Iran releases 85,000 prisoners because of coronavirus, but keeps Christians locked up https://t.co/Ga8s1KxWh1",Thu Mar 26 22:50:46 +0000 2020,26/03/2020 22:50:46,,,,,963030464985468928,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1007343304424546304/ivAPFuHQ_normal.jpg,10281,9971,,http://twitter.com/ObamaSpied/statuses/1243309446073323520,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""cjtruth"",""name"":""CJTRUTH"",""id"":49023129,""id_str"":""49023129"",""indices"":[3,11]}],""urls"":[{""url"":""https://t.co/Ga8s1KxWh1"",""expanded_url"":""https://www.jihadwatch.org/2020/03/iran-releases-85000-prisoners-because-of-coronavirus-but-keeps-christians-locked-up"",""display_url"":""jihadwatch.org/2020/03/iran-r…"",""indices"":[99,122]}]}"
